,date,url,city,job_title,company_name,location,summary
208,3 days ago,/pagead/clk?mo=r&ad=-6NYlbfkN0BecIWxPG4Z83PYmj-hympQIkvg1uh6k7ochzsB0LsXWxf-AgGyGf7cvSDLPE7riWe6ZLu_gz7FdAQRgRDokcayFEMKeinrzLTCQm6FMx-IA8PE0U3sVkIJWEykqg9HaclUIY6des66mwqydUxglEpvWZyhSZwmjMPJtL52voMESv-sPAZ9MMrVh0I116i7P3mD7bhQY_XOLOVSyxDbgiEuZiU1sTW6KYX_SNM0yTtW54pfsDOAlf1iwendMK-5aVrgjZ9Q6w6oHPM2upfLmMhj2VQIxxE0eGMowRgWtrflabz9vBR1XL1CagFGzKcQ4qLP_FHRjoESNfPjmJbCl8kJcM2lAsB49Z1bJHJ1H9AJX-Dup-Ss1Wf6RYWJHgW-tpISA1HdGuTKUQmVZ5eT3JKgeegfaNkEAhg3ltJM5ew1sHD79Gb_ay3pad0vc-DyBOI=&vjs=3&p=1&sk=&fvj=1,Boulder,Visual Studio .NET Software Developer,PolyPort,"Denver, CO","Interest in ML, AI and Blockchain technologies. This is an amazing opportunity for you to shape a new product and take it to market as a part of our development..."
209,Error extracting date,/pagead/clk?mo=r&ad=-6NYlbfkN0APZtHmdh1INzcUws35yy9tIV7bCA4i5sEvVwjexaa41V5-xAGxR5F4cKfJRqEp1KF6iKgW1FdswU7DU-B8CFeb24F7cxosvRO8X_ARYdznoUNdo2Ex1DxyMVw0KbPfjDf2dz2R2RRlbIiCUp4LUwDMTFiq1_reL0mLKUk7z1CuRHSQ1SK6qYZ_0f7gHTd2utYGNt6B2cIm8lvDCBBSZ6TbAs0K8q_1uvvW7KCG1e0JNtRgI2vRmltdqdpWnTEdlL9U4K5WtWosQJFCy-1kDILBBEAs3y0f6eLnzVoEKavoY_0h298H8lnZHyCkZZPcB1jHj2mJ4CRO04NNW3_OgOieYa4eq0COGbeNV4krbX68150UgHSQBoy0iOPd_-g_JaBkTZghfDkksiYAqjv1U_Q_-5J4G2caHApG_lFkGLIL2TknHlwXHSYbsEq-LjQxBIHSN0lRTvi-yA==&vjs=3&p=2&sk=&fvj=1,Boulder,Part Time Conference & Event Coordinator,"Global Blockchain Summit, LLC","Golden, CO 80401",For the annual Global Data Summit (GDS) and Global Blockchain Summit (GBS) we are seeking 2-3 people in the contract roles of Conference Event Coordinator....
210,Error extracting date,/pagead/clk?mo=r&ad=-6NYlbfkN0BOat8IXsCXllIGCSLRSx_kmkIG41v9XrG-3sCmeqlLcwQobVzfo6E2x1vCqOa0gozKEhtiZB25VWZNIfcCCqbbynu6tvgQbjUtPslGc57BQo8TKkgnefW34alEUSZIcVhkQ3PZEkJZJs4JqXKSfm6yq5L73Ubd04WQXhiugADprtICy5eWkCWEsb1_nMFJgth4jXtVndbUHJW29uaHQd2UzXpg6t8glyV6BsLysI7Lpzy1jWAM3s5jhwQzXOlK_yTcDL5EiF79yiJNFK4nSIZhu__JefikkJ0Ge95rLMRhR_XYojLdA5A6hiUnd_vut-91YEUtXE3VB7VUdWP7wBreNufgI7Jd8XiiBWyFMO-4y36GFLkEiYrXKaJutnszHtOx1dGdUVyCB9fJqize6bbRH9HfD3sDI8d-bxRjcIqt7Rn-MQjuUrWRxcanz73FG2m4Gm9INNtjUQ==&vjs=3&p=3&sk=&fvj=1,Boulder,"Senior Software Engineer: Python, Fast Growth Cryptocurrency Startup",TriStaff Group,"Denver, CO","Senior software engineer, senior software developer, software developer, backend, back-end, fullstack engineer, database developer, database engineer, architect..."
211,29 days ago,/company/Tecdonor-LLC/jobs/Social-Responsibility-Sustainable-Impact-Blockchain-Ico-Remote-e9342e2226369efd?fccid=b1dcc5b2d99aa7e1&vjs=3,Boulder,Social Responsibility & Sustainable Impact | Blockchain & ICO | Remote,Tecdonor LLC,"Denver, CO",Web Development & Blockchain Integrations. Tecdonor LLC is looking for social impact enthusiasts to join our community....
212,29 days ago,/company/Tecdonor-LLC/jobs/Marketing-Media-Relation-Blockchain-Ico-Remote-3cc623a81f6aecaf?fccid=b1dcc5b2d99aa7e1&vjs=3,Boulder,Marketing & Media Relations | Blockchain & ICO | Remote,Tecdonor LLC,"Denver, CO",Web Development & Blockchain Integrations. Tecdonor LLC is looking for social impact enthusiasts to join our community....
213,29 days ago,/company/Tecdonor-LLC/jobs/Project-Management-Program-Development-Blockchain-Ico-Remote-8791442afd331cfa?fccid=b1dcc5b2d99aa7e1&vjs=3,Boulder,Project Management & Program Development | Blockchain & ICO | Remote,Tecdonor LLC,"Denver, CO",Web Development & Blockchain Integrations. Tecdonor LLC is looking for social impact enthusiasts to join our community....
214,29 days ago,/company/Tecdonor-LLC/jobs/Business-Development-Customer-Retention-Blockchain-Ico-Remote-14073c9584690da5?fccid=b1dcc5b2d99aa7e1&vjs=3,Boulder,Business Development & Customer Retention | Blockchain & ICO | Remote,Tecdonor LLC,"Denver, CO",Web Development & Blockchain Integrations. Tecdonor LLC is looking for social impact enthusiasts to join our community....
215,29 days ago,/company/Tecdonor-LLC/jobs/Web-Development-Blockchain-Integration-Ico-Remote-30f05e3ca2d022ee?fccid=b1dcc5b2d99aa7e1&vjs=3,Boulder,Web Development & Blockchain Integrations | ERC20 & ICO | Remote,Tecdonor LLC,"Denver, CO",Web Development & Blockchain Integrations. Tecdonor LLC is looking for social impact enthusiasts to join our community....
216,29 days ago,/company/Tecdonor-LLC/jobs/Support-Community-Management-0ca225e86c02481c?fccid=b1dcc5b2d99aa7e1&vjs=3,Boulder,Support & Community Management (Remote),Tecdonor LLC,"Denver, CO",Web Development & Blockchain Integrations. Tecdonor LLC is looking for social impact enthusiasts to join our community....
217,29 days ago,/company/Tecdonor-LLC/jobs/Sales-Partner-Engagement-Blockchain-Ico-Remote-374b13d58ff7f39e?fccid=b1dcc5b2d99aa7e1&vjs=3,Boulder,Sales & Partner Engagement | Blockchain & ICO | Remote,Tecdonor LLC,"Denver, CO",Web Development & Blockchain Integrations. Tecdonor LLC is looking for social impact enthusiasts to join our community....
218,16 days ago,"/company/Genesee-Academy,-LLC/jobs/Conference-Event-Coordinator-d62910cf9603d2b5?fccid=4ee7d66d4c9ebdf3&vjs=3",Boulder,Part Time Conference & Event Coordinator,"Global Blockchain Summit, LLC","Golden, CO 80401",For the annual Global Data Summit (GDS) and Global Blockchain Summit (GBS) we are seeking 2-3 people in the contract roles of Conference Event Coordinator....
219,23 days ago,/company/MARKET-Protocol/jobs/Community-Growth-Manager-8d900d36c287436e?fccid=e54d9c488ea48708&vjs=3,Boulder,Community Growth Manager,MARKET Protocol,"Boulder, CO",Blockchain and Cryptocurrency basics:. Passion for and current knowledge of cryptocurrency and blockchain technology....
220,29 days ago,/company/Tecdonor-LLC/jobs/Graphic-Ui-Ux-Design-Blockchain-Ico-Remote-56025c9f56aea117?fccid=b1dcc5b2d99aa7e1&vjs=3,Boulder,Graphic & UI/UX Design | Blockchain & ICO | Remote,Tecdonor LLC,"Denver, CO",Web Development & Blockchain Integrations. Tecdonor LLC is looking for social impact enthusiasts to join our community....
221,Error extracting date,/pagead/clk?mo=r&ad=-6NYlbfkN0D5Tt650HUOwH3XRvTl4zBOA8A4ReOHOoI0E2LKbZKmPdaYKfylqJgtlTl7FWZHOHWUWdRzHNjnEMk_xF_L2zC_4lTM0CVmfnxZBTi_Lt46fVmvGUESVTYZ8eq7TKrbbE4MoxWphpeLXdo36LjHKN7QY9jCHPj4-3bMEonEhPWq8eMPDuz2ABJIEshxh5HoeHVWs_l6aceWRLqGLY3vDLJNmJAo8nqnaAGAhM0tvvPIOq5UMjp6-6Aa9KZLfcdDh4EC5KMUoRQ2hU7fV1XwIjwr1vfV4plu-5WLET2hbcVpKkprnTVgsXfvv4qFtFftdv3kBO0LMEkVZybM82V-NgNiKQ2hX5a0h9UpM5tngeLM_YTMiGO-tikxhhY-4if8tY4DK5FzA_4jDqwjRSVZs5pj35H3xe_ZYSViqSQ-PVWG7uLHh8bz8TY6E0cz22QwK9L2vCIPiNXZ7fIPrKC_dvq90UHvxfgvJNOhnVklT82-lTRksmTP-azvzBk9CIB_FKk=&vjs=3&p=4&sk=&fvj=0,Boulder,Director of Portal Technology,Prescient Co,"Arvada, CO",Lead blockchain technology vision and integration with Portal roadmap. Prescient is disrupting the construction industry by attacking one of the last frontiers...
